,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_questions,consequent_questions,support_pct,confidence_pct
3294891,frozenset({'Q59_Geschlecht'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[59],"[30, 108]",100.0,100.0
3294889,"frozenset({'Q59_Geschlecht', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[59, 108]",[30],100.0,100.0
3294852,"frozenset({'Q70_61.777600178356806', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[70, 30]",[108],100.0,100.0
3294870,"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 30]",[108],100.0,100.0
3294868,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q58_Reklamationszufriedenheit', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[58, 108]",100.0,100.0
3294867,frozenset({'Q58_Reklamationszufriedenheit'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[30, 108]",100.0,100.0
3294866,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q58_Reklamationszufriedenheit'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[58],100.0,100.0
3294865,"frozenset({'Q58_Reklamationszufriedenheit', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 108]",[30],100.0,100.0
3294864,"frozenset({'Q58_Reklamationszufriedenheit', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 30]",[108],100.0,100.0
3294863,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 70]",100.0,100.0
3294862,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Arbeitswochenstunden.2', 'Q70_64.20520686777013'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 70]",100.0,100.0
3294861,frozenset({'Q70_64.20520686777013'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[30, 108]",100.0,100.0
3294860,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q70_64.20520686777013'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[70],100.0,100.0
3294859,"frozenset({'Q108_Arbeitswochenstunden.2', 'Q70_64.20520686777013'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 70]",[30],100.0,100.0
3294858,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 70]",[108],100.0,100.0
3294857,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q70_61.777600178356806', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[70, 30]",100.0,100.0
3294856,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q70_61.777600178356806', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[70, 108]",100.0,100.0
3294855,frozenset({'Q70_61.777600178356806'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[30, 108]",100.0,100.0
3294854,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q70_61.777600178356806'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[70],100.0,100.0
3294869,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q58_Reklamationszufriedenheit', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[58, 30]",100.0,100.0
3294871,"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 108]",[30],100.0,100.0
3294888,"frozenset({'Q59_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[59, 30]",[108],100.0,100.0
3294872,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q58_Kontaktaufn.: Videotelefonie'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[58],100.0,100.0
3294887,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 59]",100.0,100.0
3294886,frozenset({'Q59_BKK (Fortsetzung).8'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[59],"[30, 108]",100.0,100.0
3294885,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Arbeitswochenstunden.2', 'Q59_BKK (Fortsetzung).8'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 59]",100.0,100.0
3294884,"frozenset({'Q108_Arbeitswochenstunden.2', 'Q59_BKK (Fortsetzung).8'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 59]",[30],100.0,100.0
3294883,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q59_BKK (Fortsetzung).8'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[59],100.0,100.0
3294882,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 59]",[108],100.0,100.0
3294881,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q58_Nutzung quad Video-/Onlineberatung', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[58, 30]",100.0,100.0
3294880,frozenset({'Q58_Nutzung quad Video-/Onlineberatung'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[30, 108]",100.0,100.0
3294879,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q58_Nutzung quad Video-/Onlineberatung', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[58, 108]",100.0,100.0
3294878,"frozenset({'Q58_Nutzung quad Video-/Onlineberatung', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 108]",[30],100.0,100.0
3294877,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q58_Nutzung quad Video-/Onlineberatung'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[58],100.0,100.0
3294876,"frozenset({'Q58_Nutzung quad Video-/Onlineberatung', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 30]",[108],100.0,100.0
3294875,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[58, 30]",100.0,100.0
3294874,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[58, 108]",100.0,100.0
3294873,frozenset({'Q58_Kontaktaufn.: Videotelefonie'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[30, 108]",100.0,100.0
3294926,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q76_83.2695611882146'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[76],100.0,100.0
3294927,frozenset({'Q76_83.2695611882146'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[76],"[30, 108]",100.0,100.0
3294928,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q76_83.2695611882146', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[76, 108]",100.0,100.0
3294983,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q88_Nutzung Smartphone.1', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[88, 30]",100.0,100.0
3294981,frozenset({'Q88_Nutzung Smartphone.1'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[30, 108]",100.0,100.0
3294980,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q88_Nutzung Smartphone.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[88],100.0,100.0
3294979,"frozenset({'Q88_Nutzung Smartphone.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 108]",[30],100.0,100.0
3294978,"frozenset({'Q88_Nutzung Smartphone.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[108],100.0,100.0
3294977,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[88, 30]",100.0,100.0
3294976,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Alter.5', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 108]",100.0,100.0
3294975,frozenset({'Q88_Alter.5'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[30, 108]",100.0,100.0
3294974,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q88_Alter.5'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[88],100.0,100.0
3294973,"frozenset({'Q88_Alter.5', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 108]",[30],100.0,100.0
3294972,"frozenset({'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[108],100.0,100.0
3294971,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q77_30.573116001834602', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[77, 30]",100.0,100.0
3294970,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q77_30.573116001834602', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[77, 108]",100.0,100.0
3294969,frozenset({'Q77_30.573116001834602'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[77],"[30, 108]",100.0,100.0
3294968,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q77_30.573116001834602'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[77],100.0,100.0
3294967,"frozenset({'Q77_30.573116001834602', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[77, 108]",[30],100.0,100.0
3294982,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Nutzung Smartphone.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 108]",100.0,100.0
3294984,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[108],100.0,100.0
3294929,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q76_83.2695611882146', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[76, 30]",100.0,100.0
3294985,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 108]",[30],100.0,100.0
3295000,frozenset({'Q108_Beruf'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 109]",100.0,100.0
3294999,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Beruf', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 109]",100.0,100.0
3294998,"frozenset({'Q108_Beruf', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 109]",[30],100.0,100.0
3294997,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",frozenset({'Q108_Beruf'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 109]",[108],100.0,100.0
3294996,"frozenset({'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q109_Anzahl Endgeräte für Internetnutzung.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[109],100.0,100.0
3294995,frozenset({'Q109_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[109],"[108, 30]",100.0,100.0
3294994,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Beruf', 'Q109_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 109]",100.0,100.0
3294993,frozenset({'Q108_Beruf'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 109]",100.0,100.0
3294992,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_BIK-Stadtregion (in Tausend)'})",frozenset({'Q108_Beruf'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 109]",[108],100.0,100.0
3294991,"frozenset({'Q108_Beruf', 'Q109_BIK-Stadtregion (in Tausend)'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 109]",[30],100.0,100.0
3294990,"frozenset({'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q109_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[109],100.0,100.0
3294989,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[88, 30]",100.0,100.0
3294988,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 108]",100.0,100.0
3294987,frozenset({'Q88_Berufstätigkeit des Befragten.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[30, 108]",100.0,100.0
3294986,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q88_Berufstätigkeit des Befragten.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[88],100.0,100.0
3294966,"frozenset({'Q77_30.573116001834602', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[77, 30]",[108],100.0,100.0
3294965,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q77_48.75560286184606', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[77, 30]",100.0,100.0
3294964,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q77_48.75560286184606', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[77, 108]",100.0,100.0
3294963,frozenset({'Q77_48.75560286184606'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[77],"[30, 108]",100.0,100.0
3294944,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q62_Beruf.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[62],100.0,100.0
3294943,"frozenset({'Q62_Beruf.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[62, 108]",[30],100.0,100.0
3294942,"frozenset({'Q62_Beruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[62, 30]",[108],100.0,100.0
3294941,frozenset({'Q62_BIK-Stadtregion (in Tausend).4'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[62],"[30, 108]",100.0,100.0
3294940,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 62]",100.0,100.0
3294939,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Arbeitswochenstunden.2', 'Q62_BIK-Stadtregion (in Tausend).4'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 62]",100.0,100.0
3294938,"frozenset({'Q108_Arbeitswochenstunden.2', 'Q62_BIK-Stadtregion (in Tausend).4'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 62]",[30],100.0,100.0
3294937,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 62]",[108],100.0,100.0
3294936,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q62_BIK-Stadtregion (in Tausend).4'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[62],100.0,100.0
3294935,frozenset({'Q76_80.46947200696766'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[76],"[30, 108]",100.0,100.0
3294934,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 76]",100.0,100.0
3294933,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Arbeitswochenstunden.2', 'Q76_80.46947200696766'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 76]",100.0,100.0
3294932,"frozenset({'Q108_Arbeitswochenstunden.2', 'Q76_80.46947200696766'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 76]",[30],100.0,100.0
3294931,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 76]",[108],100.0,100.0
3294930,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q76_80.46947200696766'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[76],100.0,100.0
3294945,frozenset({'Q62_Beruf.1'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[62],"[30, 108]",100.0,100.0
