,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_questions,consequent_questions,support_pct,confidence_pct
3294718,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q62_BIK-Stadtregion (in Tausend).4'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 62]",100.0,100.0
3294720,"frozenset({'Q62_Beruf.1', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[62, 108]",[30],100.0,100.0
3294737,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q77_20.967204025320665', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[77, 108]",100.0,100.0
3294721,"frozenset({'Q62_Beruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[62, 30]",[108],100.0,100.0
3294736,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q77_20.967204025320665', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[77, 30]",100.0,100.0
3294735,frozenset({'Q77_20.967204025320665'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[77],"[108, 30]",100.0,100.0
3294734,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q77_20.967204025320665'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[77],100.0,100.0
3294733,"frozenset({'Q77_20.967204025320665', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[77, 30]",[108],100.0,100.0
3294732,"frozenset({'Q77_20.967204025320665', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[77, 108]",[30],100.0,100.0
3294731,frozenset({'Q62_Bundesländer.5'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[62],"[108, 30]",100.0,100.0
3294730,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q62_Bundesländer.5'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 62]",100.0,100.0
3294729,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q62_Bundesländer.5'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 62]",100.0,100.0
3294728,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q62_Bundesländer.5'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 62]",[108],100.0,100.0
3294727,"frozenset({'Q108_Personen im Haushalt.2', 'Q62_Bundesländer.5'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 62]",[30],100.0,100.0
3294726,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q62_Bundesländer.5'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[62],100.0,100.0
3294725,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q62_Beruf.1', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[62, 108]",100.0,100.0
3294724,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q62_Beruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[62, 30]",100.0,100.0
3294723,frozenset({'Q62_Beruf.1'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[62],"[108, 30]",100.0,100.0
3294722,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q62_Beruf.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[62],100.0,100.0
3294775,"frozenset({'Q109_BIK-Stadtregion (in Tausend)', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[109, 108]",[30],100.0,100.0
3294776,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q109_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[109],100.0,100.0
3294777,frozenset({'Q109_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[109],"[30, 108]",100.0,100.0
3294832,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[99, 108]",100.0,100.0
3294830,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q99_Zuf. Aktive Betreuung.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[99],100.0,100.0
3294829,"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[99, 108]",[30],100.0,100.0
3294828,"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[99, 30]",[108],100.0,100.0
3294827,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[98, 30]",100.0,100.0
3294826,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q98_Zuf. Aktive Betreuung', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[98, 108]",100.0,100.0
3294825,frozenset({'Q98_Zuf. Aktive Betreuung'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[98],"[30, 108]",100.0,100.0
3294824,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q98_Zuf. Aktive Betreuung'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[98],100.0,100.0
3294823,"frozenset({'Q98_Zuf. Aktive Betreuung', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 108]",[30],100.0,100.0
3294822,"frozenset({'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 30]",[108],100.0,100.0
3294821,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[98, 30]",100.0,100.0
3294820,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[98, 108]",100.0,100.0
3294819,frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[98],"[30, 108]",100.0,100.0
3294818,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[98],100.0,100.0
3294817,"frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 108]",[30],100.0,100.0
3294816,"frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 30]",[108],100.0,100.0
3294831,frozenset({'Q99_Zuf. Aktive Betreuung.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[99],"[30, 108]",100.0,100.0
3294833,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[99, 30]",100.0,100.0
3294778,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q109_BIK-Stadtregion (in Tausend)', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[109, 108]",100.0,100.0
3294834,"frozenset({'Q99_Gesetzliche Krankenkasse.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[99, 30]",[108],100.0,100.0
3294849,frozenset({'Q70_63.89293945455572'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[30, 108]",100.0,100.0
3294848,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q70_63.89293945455572'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[70],100.0,100.0
3294847,"frozenset({'Q70_63.89293945455572', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[70, 108]",[30],100.0,100.0
3294846,"frozenset({'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[70, 30]",[108],100.0,100.0
3294845,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q99_Vergleich Kassensysteme.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 99]",100.0,100.0
3294844,frozenset({'Q99_Vergleich Kassensysteme.1'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[99],"[30, 108]",100.0,100.0
3294843,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q99_Vergleich Kassensysteme.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[99, 108]",100.0,100.0
3294842,"frozenset({'Q99_Vergleich Kassensysteme.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[99, 108]",[30],100.0,100.0
3294841,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q99_Vergleich Kassensysteme.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[99],100.0,100.0
3294840,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q99_Vergleich Kassensysteme.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 99]",[108],100.0,100.0
3294839,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q99_Gesetzliche Krankenkasse.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[99, 30]",100.0,100.0
3294838,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q99_Gesetzliche Krankenkasse.2', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[99, 108]",100.0,100.0
3294837,frozenset({'Q99_Gesetzliche Krankenkasse.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[99],"[30, 108]",100.0,100.0
3294836,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q99_Gesetzliche Krankenkasse.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[99],100.0,100.0
3294835,"frozenset({'Q99_Gesetzliche Krankenkasse.2', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[99, 108]",[30],100.0,100.0
3294815,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q98_Haushaltstypologie.4', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[98, 30]",100.0,100.0
3294814,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q98_Haushaltstypologie.4', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[98, 108]",100.0,100.0
3294813,frozenset({'Q98_Haushaltstypologie.4'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[98],"[30, 108]",100.0,100.0
3294812,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q98_Haushaltstypologie.4'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[98],100.0,100.0
3294793,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[28, 108]",[30],100.0,100.0
3294792,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[28, 30]",[108],100.0,100.0
3294791,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[109, 30]",100.0,100.0
3294790,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q109_Digitalisierung ist eher positiv als negativ', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[109, 108]",100.0,100.0
3294789,frozenset({'Q109_Digitalisierung ist eher positiv als negativ'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[109],"[30, 108]",100.0,100.0
3294788,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q109_Digitalisierung ist eher positiv als negativ'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[109],100.0,100.0
3294787,"frozenset({'Q109_Digitalisierung ist eher positiv als negativ', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[109, 108]",[30],100.0,100.0
3294786,"frozenset({'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[109, 30]",[108],100.0,100.0
3294785,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 109]",100.0,100.0
3294784,frozenset({'Q109_Anzahl Endgeräte für Internetnutzung.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[109],"[30, 108]",100.0,100.0
3294783,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q109_Anzahl Endgeräte für Internetnutzung.3', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[109, 108]",100.0,100.0
3294782,"frozenset({'Q109_Anzahl Endgeräte für Internetnutzung.3', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[109, 108]",[30],100.0,100.0
3294781,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q109_Anzahl Endgeräte für Internetnutzung.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[109],100.0,100.0
3294780,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 109]",[108],100.0,100.0
3294779,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 109]",100.0,100.0
3294794,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[28],100.0,100.0
3294795,frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[28],"[30, 108]",100.0,100.0
3294796,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[28, 108]",100.0,100.0
3294805,"frozenset({'Q28_Berufstätigkeit des Befragten.4', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[28, 108]",[30],100.0,100.0
3294811,"frozenset({'Q98_Haushaltstypologie.4', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 108]",[30],100.0,100.0
3294810,"frozenset({'Q98_Haushaltstypologie.4', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 30]",[108],100.0,100.0
3294809,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q28_Berufstätigkeit des Befragten.4', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[28, 30]",100.0,100.0
3294808,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q28_Berufstätigkeit des Befragten.4', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[28, 108]",100.0,100.0
3294807,frozenset({'Q28_Berufstätigkeit des Befragten.4'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[28],"[30, 108]",100.0,100.0
3294806,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q28_Berufstätigkeit des Befragten.4'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[28],100.0,100.0
3294804,"frozenset({'Q28_Berufstätigkeit des Befragten.4', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[28, 30]",[108],100.0,100.0
3294797,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[28, 30]",100.0,100.0
3294803,frozenset({'Q28_Nutzung quad persönl. Kundenbereich.1'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[28],"[30, 108]",100.0,100.0
3294802,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[30, 28]",100.0,100.0
3294801,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q108_Arbeitswochenstunden.2', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[108, 28]",100.0,100.0
3294800,"frozenset({'Q108_Arbeitswochenstunden.2', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 28]",[30],100.0,100.0
3294799,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 28]",[108],100.0,100.0
3294798,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q28_Nutzung quad persönl. Kundenbereich.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[28],100.0,100.0
